school_name,school_code,latitude,longitude,status,google_name,google_lat,google_lng,google_address,distance_m,your_pin_link,google_pin_link
SJK(T) PALANIANDY,PBD2050,5.520547,100.427078,confirmed,Sjkt Palaniandy,5.5209842,100.4267971,"13200 Kepala Batas, Penang, Malaysia",58.0,"https://www.google.com/maps?q=5.520547,100.427078","https://www.google.com/maps?q=5.5209842,100.4267971"
SJK(T) JERANTUT,CBD2037,3.927729926,102.3538487,confirmed,SK Bandar Jerantut,3.9300508,102.3548183,"Taman Lknp, 27000 Jerantut, Pahang, Malaysia",280.0,"https://www.google.com/maps?q=3.927729926,102.3538487","https://www.google.com/maps?q=3.9300508,102.3548183"
SJK(T) SUNGAI BESI,WBD0193,3.06662708,101.7147567,confirmed,SMK Sungai Besi,3.0662674,101.7154483,"Jalan 20/146, Sungai Besi, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",87.0,"https://www.google.com/maps?q=3.06662708,101.7147567","https://www.google.com/maps?q=3.0662674,101.7154483"
SJK(T) LADANG BUKIT CHERAKA,BBD3051,3.226229,101.368622,confirmed,SMK Jeram,3.2268532,101.3704756,"Jalan Simpang Tiga Jeram, 45800 Jeram, Selangor, Malaysia",217.0,"https://www.google.com/maps?q=3.226229,101.368622","https://www.google.com/maps?q=3.2268532,101.3704756"
SJK(T) HICOM,BBD8459,3.019865,101.564861,confirmed,SMK Seksyen 27,3.0221045,101.566386,"Jalan Selayang 27/27, Seksyen 27, 40400 Shah Alam, Selangor, Malaysia",301.0,"https://www.google.com/maps?q=3.019865,101.564861","https://www.google.com/maps?q=3.0221045,101.566386"
SJK(T) RAMATHASAR,PBD1086,5.405513889,100.3245194,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ramathasar,5.4055585,100.3247855,"Jalan Sungai, 10150 George Town, Pulau Pinang, Malaysia",30.0,"https://www.google.com/maps?q=5.405513889,100.3245194","https://www.google.com/maps?q=5.4055585,100.3247855"
SJK(T) KUALA PILAH,NBD1066,2.735858,102.2487096,confirmed,SJK(C) Chung Hua,2.73423,102.2488015,"No. 1, Jalan Tampin, 72000, Kuala Pilah, Negeri Sembilan, Kampung Tebat Kering, 72100 Kuala Pilah, Negeri Sembilan, Malaysia",181.0,"https://www.google.com/maps?q=2.735858,102.2487096","https://www.google.com/maps?q=2.73423,102.2488015"
SJK(T) LADANG MENTERI,CBDA097,3.23434,102.416,confirmed,Sekolah Kebangsaan Sri Buntar,3.2342641,102.4177093,"Kampung Sri Buntar, 28300 Triang, Pahang, Malaysia",190.0,"https://www.google.com/maps?q=3.23434,102.416","https://www.google.com/maps?q=3.2342641,102.4177093"
SJK(T) LADANG ALMA,PBD0037,5.33091,100.475999999999,confirmed,Sekolah Kebangsaan Alma,5.3320875,100.4739219,"8FJF+RHM, 14000 Bukit Mertajam, Penang, Malaysia",265.0,"https://www.google.com/maps?q=5.33091,100.475999999999","https://www.google.com/maps?q=5.3320875,100.4739219"
SJK(T) LADANG SUNGAI WANGI II,ABD1087,4.239254,100.71271,confirmed,SJK(T) Ladang Sungai Wangi,4.2387108,100.712661,"Ladang Sungai Wangi, 32000 Sitiawan, Perak, Malaysia",61.0,"https://www.google.com/maps?q=4.239254,100.71271","https://www.google.com/maps?q=4.2387108,100.712661"
SJK(T) BARATHY,KBD2137,6.13525,100.38013,confirmed,SMK Syed Mohamed Al-Bukhary,6.1370174,100.3770496,"Compleks Pendidikan Jalan Stadium, Bandar Alor Setar, 05100 Alor Setar, Kedah, Malaysia",393.0,"https://www.google.com/maps?q=6.13525,100.38013","https://www.google.com/maps?q=6.1370174,100.3770496"
SJK(T) KAMUNTING,ABD6099,4.903906124,100.7202668,confirmed,SMK Kamunting,4.901362,100.7201571,"34600 Kamunting, Perak, Malaysia",283.0,"https://www.google.com/maps?q=4.903906124,100.7202668","https://www.google.com/maps?q=4.901362,100.7201571"
SJK(T) LADANG MIDLANDS,BBD8463,3.068329,101.487613,confirmed,Sekolah Rendah Agama Integrasi Seksyen 7,3.071003,101.4863319,"40, Jalan Plumbum 7/99, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",330.0,"https://www.google.com/maps?q=3.068329,101.487613","https://www.google.com/maps?q=3.071003,101.4863319"
SJK(T) SLIM RIVER,ABDA001,3.832269318,101.400348,confirmed,SMK Dato' Zulkifli Muhammad,3.8360162,101.398078,"Jalan Besar, Taman Sri Indah, 35800 Slim River, Perak, Malaysia",487.0,"https://www.google.com/maps?q=3.832269318,101.400348","https://www.google.com/maps?q=3.8360162,101.398078"
SJK(T) LADANG JUGRA,BBD1054,2.819890126,101.4616359,confirmed,SMK Jugra,2.8205107000000003,101.4572905,"Sungai Buaya, 42700 Banting, Selangor, Malaysia",488.0,"https://www.google.com/maps?q=2.819890126,101.4616359","https://www.google.com/maps?q=2.8205107000000003,101.4572905"
SJK(T) SUNGAI SALAK,NBD2046,2.573807,101.838067,confirmed,PDK INTERVENSI AWAL LUKUT,2.5710172000000004,101.8377692,"11, Jalan Harmoni 1, Taman Astana Harmoni, 71010 Port Dickson, Negeri Sembilan, Malaysia",312.0,"https://www.google.com/maps?q=2.573807,101.838067","https://www.google.com/maps?q=2.5710172000000004,101.8377692"
SJK(T) SUNGAI GETAH,KBD3095,5.702738,100.550423,confirmed,Sekolah Jenis Kebangsaan (Tamil) Sungai Getah,5.702768,100.5504008,"Sungai Getah, 08000 Sungai Lalang, Kedah, Malaysia",4.0,"https://www.google.com/maps?q=5.702738,100.550423","https://www.google.com/maps?q=5.702768,100.5504008"
SJK(T) BAGAN SERAI,ABD3061,5.011126,100.53632,confirmed,SK Bagan Serai,5.010832700000001,100.5370261,"Jalan Sekolah, Kampung Alor Senggut, 34300 Bagan Serai, Perak, Malaysia",85.0,"https://www.google.com/maps?q=5.011126,100.53632","https://www.google.com/maps?q=5.010832700000001,100.5370261"
SJK(T) PALANISAMY KUMARAN,KBD3096,5.637159,100.581626,not_on_google,,,,,,"https://www.google.com/maps?q=5.637159,100.581626",
SJK(T) SIMPANG MORIB,BBD1058,2.78392,101.460508,confirmed,Simpang Morib National Type (Tamil) Primary School,2.7842198,101.4600895,"B59, 42700 Banting, Selangor, Malaysia",57.0,"https://www.google.com/maps?q=2.78392,101.460508","https://www.google.com/maps?q=2.7842198,101.4600895"
SJK(T) LADANG DOVENBY,ABD4120,4.785587714,101.1177422,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Dovenby,4.7861876,101.118696,"Jalan Ladang Dovenby, 31100 Sungai Siput, Perak, Malaysia",125.0,"https://www.google.com/maps?q=4.785587714,101.1177422","https://www.google.com/maps?q=4.7861876,101.118696"
SJK(T) TASEK PERMAI,PBD4030,5.280428,100.503996999999,confirmed,SMK Tasek,5.2772879,100.5042919,"Jalan Puteri Gunung, Taman Puteri Gunung, 14120 Simpang Ampat, Pulau Pinang, Malaysia",351.0,"https://www.google.com/maps?q=5.280428,100.503996999999","https://www.google.com/maps?q=5.2772879,100.5042919"
SJK(T) LADANG SUNGAI ULAR,KBD5054,5.33153,100.587,confirmed,SJK(T) Ladang Sungai Ular,5.3313566,100.5872694,"Peti Surat 6, 09007 Kulim, Kedah, Malaysia",36.0,"https://www.google.com/maps?q=5.33153,100.587","https://www.google.com/maps?q=5.3313566,100.5872694"
SJK(T) RAUB,CBD6041,3.79877,101.85994,confirmed,Sekolah Kebangsaan Bandar Raub,3.7954547,101.8594951,"Jalan Lipis, 27600 Raub, Pahang, Malaysia",372.0,"https://www.google.com/maps?q=3.79877,101.85994","https://www.google.com/maps?q=3.7954547,101.8594951"
SJK(T) LADANG BUKIT RAJAH,BBD0062,3.091274,101.438365,confirmed,SJK (T) Bandar Bukit Rajah,3.0912799,101.4382907,"Bandar Bukit Raja, 41050 Klang, Selangor, Malaysia",8.0,"https://www.google.com/maps?q=3.091274,101.438365","https://www.google.com/maps?q=3.0912799,101.4382907"
SJK(T) MUKIM PUNDUT,ABD1089,4.199468,100.652485,confirmed,SK Seri Bayu | National Primary School,4.199927499999999,100.6527475,"Kompleks Sekolah Wawasan, Taman Samudera, 32040 Seri Manjung, Perak, Malaysia",59.0,"https://www.google.com/maps?q=4.199468,100.652485","https://www.google.com/maps?q=4.199927499999999,100.6527475"
SJK(T) LADANG JAWI,PBD4026,5.202188889,100.494572199999,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Jawi,5.2018524,100.4954048,"Ladang Jawi, 14200 Nibong Tebal, Pulau Pinang, Malaysia",100.0,"https://www.google.com/maps?q=5.202188889,100.494572199999","https://www.google.com/maps?q=5.2018524,100.4954048"
SJK(T) TUN SAMBANTHAN,ABD0075,4.107361939,101.2891685,confirmed,SMK Syeikh Abdul Ghani,4.1059078,101.28765930000002,"Jalan Sungkai, Kampung Masjid, 35500 Bidor, Perak, Malaysia",233.0,"https://www.google.com/maps?q=4.107361939,101.2891685","https://www.google.com/maps?q=4.1059078,101.28765930000002"
SJK(T) KAMPAR,ABD9005,4.301089,101.160319,confirmed,Sekolah Kebangsaan De La Salle,4.299382,101.1611048,"Jalan Iskandar, Kampung Baharin Pinji, 31900 Kampar, Perak, Malaysia",209.0,"https://www.google.com/maps?q=4.301089,101.160319","https://www.google.com/maps?q=4.299382,101.1611048"
SJK(T) LADANG ST. HELIER,NBD6007,2.78499,102.443,not_on_google,,,,,,"https://www.google.com/maps?q=2.78499,102.443",
SJK(T) LADANG VICTORIA,KBD5047,5.506949,100.57567,confirmed,SJK (T) Ladang Victoria,5.5065316,100.5757876,"Pokok Jambu, 09010 Padang Serai, Kedah, Malaysia",48.0,"https://www.google.com/maps?q=5.506949,100.57567","https://www.google.com/maps?q=5.5065316,100.5757876"
SJK(T) SITHAMBARAM PILLAY,ABD5103,4.020413,101.025829,confirmed,Sekolah Kebangsaan Sultan Idris 2,4.0238725,101.0275519,"Jalan Speedy, Pekan Teluk Intan, 36000 Teluk Intan, Perak, Malaysia",430.0,"https://www.google.com/maps?q=4.020413,101.025829","https://www.google.com/maps?q=4.0238725,101.0275519"
SJK(T) PAYA RUMPUT,MBD2085,2.293842,102.215574,confirmed,SMK Paya Rumput,2.2944227,102.2122032,"KM 12.8, 76450 Melaka, Malaysia",380.0,"https://www.google.com/maps?q=2.293842,102.215574","https://www.google.com/maps?q=2.2944227,102.2122032"
SJK(T) SUNGAI MANGGIS,BBD1047,2.827301,101.541099,confirmed,SMK Sungai Manggis,2.8264959,101.5371605,"Sungai Manggis, 42700 Banting, Selangor, Malaysia",446.0,"https://www.google.com/maps?q=2.827301,101.541099","https://www.google.com/maps?q=2.8264959,101.5371605"
SJK(T) LADANG COALFIELDS,BBD3055,3.241018,101.485303,confirmed,istana ixora,3.2414408,101.487883,"Jln BSC 3B/1, 47000, Selangor, Malaysia",290.0,"https://www.google.com/maps?q=3.241018,101.485303","https://www.google.com/maps?q=3.2414408,101.487883"
SJK(T) KALAIMAGAL,KBD3086,5.607709,100.483439,confirmed,Sekolah Kebangsaan Sri Gedong,5.6107445,100.4825311,"Jalan Permatang Gedong, Taman Penaga, 08000 Sungai Petani, Kedah, Malaysia",352.0,"https://www.google.com/maps?q=5.607709,100.483439","https://www.google.com/maps?q=5.6107445,100.4825311"
SJK(T) KUANG,BBD7453,3.256246,101.550505,confirmed,SJK(C) Kuang,3.255563,101.5540599,"Kuang, 48050 Rawang, Selangor, Malaysia",402.0,"https://www.google.com/maps?q=3.256246,101.550505","https://www.google.com/maps?q=3.255563,101.5540599"
SJK(T) SEPANG,BBD9458,2.695225,101.750325,confirmed,SJK(T) Sepang,2.6954631,101.7502212,"Pekan Sepang, Sepang, Selangor, Malaysia",29.0,"https://www.google.com/maps?q=2.695225,101.750325","https://www.google.com/maps?q=2.6954631,101.7502212"
SJK(T) LADANG SHANGHAI SEREMBAN,NBD4085,2.64263,101.897583,confirmed,SJKT Ladang Shanghai Seremban,2.6423828,101.8978433,"Jalan Seremban, Jalan Lama - Kg Arab, Kampung Dhobi, 71000 Port Dickson, Negeri Sembilan, Malaysia",40.0,"https://www.google.com/maps?q=2.64263,101.897583","https://www.google.com/maps?q=2.6423828,101.8978433"
SJK(T) ST. JOSEPH,WBD0176,3.186604,101.691351,confirmed,Convent Sentul Secondary School康文女校,3.1866973,101.6906363,"Jln Sentul, Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",80.0,"https://www.google.com/maps?q=3.186604,101.691351","https://www.google.com/maps?q=3.1866973,101.6906363"
SJK(T) ST. MARY'S,ABD3062,5.117974,100.494504,confirmed,SMK Pekan Baru Parit Buntar Perak,5.11906,100.4924851,"Jalan Merbok, 34200 Parit Buntar, Perak, Malaysia",254.0,"https://www.google.com/maps?q=5.117974,100.494504","https://www.google.com/maps?q=5.11906,100.4924851"
SJK(T) TAMAN DESA PINJI,ABD2189,4.513601524,101.0916939,confirmed,SJKT Taman Desa Pinji,4.5138482,101.0918462,"Jalan Simpang Pulai-Lahat, Kampung Meranti 8, 31300 Ipoh, Perak, Malaysia",32.0,"https://www.google.com/maps?q=4.513601524,101.0916939","https://www.google.com/maps?q=4.5138482,101.0918462"
SJK(T) SOMASUNDRAM,KBD3093,5.67713,100.50139,confirmed,Sekolah Jenis Kebangsaan (Tamil) Somasundram,5.6766843,100.5000393,"Lorong Enggang 1/2, Taman Desa Enggang, 08000 Sungai Petani, Kedah, Malaysia",157.0,"https://www.google.com/maps?q=5.67713,100.50139","https://www.google.com/maps?q=5.6766843,100.5000393"
SJK(T) LADANG BATAK RABIT,ABD5113,3.988594,101.010673,confirmed,SK Raja Muda Musa,3.9903121,101.0137524,"Pekan Baru, 36000 Teluk Intan, Perak, Malaysia",391.0,"https://www.google.com/maps?q=3.988594,101.010673","https://www.google.com/maps?q=3.9903121,101.0137524"
SJK(T) LADANG VALDOR,PBD4032,5.246124,100.480436,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Valdor,5.2460086,100.4803927,"Jln Sungai Bakap, Kampung Jawi, 14110 Sungai Jawi, Pulau Pinang, Malaysia",14.0,"https://www.google.com/maps?q=5.246124,100.480436","https://www.google.com/maps?q=5.2460086,100.4803927"
SJK(T) LADANG KRIAN,PBD4028,5.165144471,100.498744,offset,TADIKA Perpaduan Bukit Panchor,5.165712,100.4898309,"Jalan Pintas Pipit 3, Taman Helang Jaya, 14300 Nibong Tebal, Pulau Pinang, Malaysia",989.0,"https://www.google.com/maps?q=5.165144471,100.498744","https://www.google.com/maps?q=5.165712,100.4898309"
SJK(T) LADANG BUKIT MERTAJAM,KBD5051,5.42725,100.60594,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Bukit Mertajam,5.426859100000001,100.6046086,"Sjk (t) Ladang Bukit Mertajam, Taman Kulim Hi-tech, 09007 Kulim, Malaysia",154.0,"https://www.google.com/maps?q=5.42725,100.60594","https://www.google.com/maps?q=5.426859100000001,100.6046086"
SJK(T) JALAN SIALANG,JBD9001,2.266929,102.535905,confirmed,SMA Lughatil Arabiah,2.2675146,102.5354651,"Jln Sialang, Kampung Tanjung Batu, 84900 Tangkak, Johor Darul Ta'zim, Malaysia",81.0,"https://www.google.com/maps?q=2.266929,102.535905","https://www.google.com/maps?q=2.2675146,102.5354651"
SJK(T) LADANG BUKIT JALIL,WBD0181,3.063109,101.665338,confirmed,Ladang Bukit Jalil National Type (Tamil) Primary School,3.0633107,101.6649351,"Jalan 5/155, Bukit OUG, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50.0,"https://www.google.com/maps?q=3.063109,101.665338","https://www.google.com/maps?q=3.0633107,101.6649351"
SJK(T) BANDAR BARU SALAK TINGGI,BBD9454,2.815856,101.738989,confirmed,SJK (T) Bandar Baru Salak Tinggi,2.8152202,101.7389836,"Jalan ST 1/1, Bandar Baru Salak Tinggi, 43900 Sepang, Selangor, Malaysia",71.0,"https://www.google.com/maps?q=2.815856,101.738989","https://www.google.com/maps?q=2.8152202,101.7389836"
SJK(T) PERAK SANGEETHA SABAH,ABD2161,4.597420404,101.0708597,confirmed,Kolej Tingkatan Enam Prauniversiti Seri Ipoh,4.5965872,101.0688264,"Lebuh Jansz, 30100 Ipoh, Perak, Malaysia",244.0,"https://www.google.com/maps?q=4.597420404,101.0708597","https://www.google.com/maps?q=4.5965872,101.0688264"
SJK(T) KAMPUNG SIMEE,ABD2166,4.617455127,101.1130455,confirmed,Genius Aulad Bandar Baru Medan Ipoh,4.6183155000000005,101.1162609,"15A & 19A, Bond Square, 1, Jalan Niaga Simee, Pusat Perniagaan Simee, 31400 Ipoh, Perak, Malaysia",369.0,"https://www.google.com/maps?q=4.617455127,101.1130455","https://www.google.com/maps?q=4.6183155000000005,101.1162609"
SJK(T) LADANG BAHAU,NBD6001,2.80881,102.444333,confirmed,SJK (T) Ladang Bahau,2.8086497,102.4445905,"No. 1, Ladang Bahau, 72100, Bahau, Negeri Sembilan, Bahau, Negeri Sembilan, Malaysia",34.0,"https://www.google.com/maps?q=2.80881,102.444333","https://www.google.com/maps?q=2.8086497,102.4445905"
SJK(T) CANTUMAN CHAAH,JBD7074,2.25367316106375,103.042933344841,confirmed,SJK (Tamil) Cantuman Chaah,2.2532106,103.0431894,"Jalan Kilang, 85400 Chaah, Johor Darul Ta'zim, Malaysia",59.0,"https://www.google.com/maps?q=2.25367316106375,103.042933344841","https://www.google.com/maps?q=2.2532106,103.0431894"
SJK(T) BEDONG,KBD3074,5.721935,100.506186,confirmed,SJK (T) Bedong,5.7222838,100.5065006,"Jalan Semeling Bedong, Bedong, 08100 Bedong, Kedah, Malaysia",52.0,"https://www.google.com/maps?q=5.721935,100.506186","https://www.google.com/maps?q=5.7222838,100.5065006"
SJK(T) LADANG CAIRO,NBD4077,2.819704,101.898117,confirmed,SJK(T) Ladang Cairo,2.8198764,101.8982312,"Kampung Atap, 71700 Mantin, Negeri Sembilan, Malaysia",23.0,"https://www.google.com/maps?q=2.819704,101.898117","https://www.google.com/maps?q=2.8198764,101.8982312"
SJK(T) TAN SRI DATO' MANICKAVASAGAM,ABDA003,3.6868965,101.5177389,confirmed,SJK (C) Chung Sin,3.6839472,101.5202872,"121 - 122, Jalan Ketoyong, 35900, Tanjung Malim, Perak, 35900 Tanjong Malim, Perak, Malaysia",433.0,"https://www.google.com/maps?q=3.6868965,101.5177389","https://www.google.com/maps?q=3.6839472,101.5202872"
SJK(T) DURIAN TUNGGAL,MBD0062,2.327783399,102.2995822,confirmed,SJK(T) Durian Tunggal,2.3280799,102.2992706,"Jln Durian Tunggal / Simpang Gading, 76100 Durian Tunggal, Melaka, Malaysia",48.0,"https://www.google.com/maps?q=2.327783399,102.2995822","https://www.google.com/maps?q=2.3280799,102.2992706"
SJK(T) KUALA KUBU BHARU,BBD5045,3.565196,101.659068,confirmed,SMK Dato' Haji Kamaruddin,3.5673649,101.6583007,"No. 1, Jalan Rasathurai, Pekan Kuala Kubu Bharu, 44000 Kuala Kubu Baru, Selangor, Malaysia",256.0,"https://www.google.com/maps?q=3.565196,101.659068","https://www.google.com/maps?q=3.5673649,101.6583007"
SJK(T) KAMPUNG PANDAN,WBD0172,3.14227,101.737,confirmed,Sekolah Kebangsaan Tun Hussein Onn,3.1431571,101.7394754,"Jln 2, Kampung Pandan Luar, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",292.0,"https://www.google.com/maps?q=3.14227,101.737","https://www.google.com/maps?q=3.1431571,101.7394754"
SJK(T) TAMAN PERMATA,BBD9457,2.869509,101.680139,confirmed,SJK (T) Taman Permata,2.8699861,101.6789585,"Jalan Emas 6, Kampung Batu Dua Jalan Ayer Hitam, 43800 Dengkil, Selangor, Malaysia",141.0,"https://www.google.com/maps?q=2.869509,101.680139","https://www.google.com/maps?q=2.8699861,101.6789585"
SJK(T) LADANG KELAN,JBD8005,1.682057,103.627292,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Kelan,1.6818056,103.6269742,"Jkr 149, Ladang Kelan, Johor, 81000 Kulai, Johor, Malaysia",45.0,"https://www.google.com/maps?q=1.682057,103.627292","https://www.google.com/maps?q=1.6818056,103.6269742"
SJK(T) SUNGAI TOK PAWANG,KBD3081,5.752236,100.505389,confirmed,Sekolah Kebangsaan Sungai Tok Pawang,5.7523667,100.5051896,"Sungai Tok Pawang, 08100 Bedong, Kedah, Malaysia",26.0,"https://www.google.com/maps?q=5.752236,100.505389","https://www.google.com/maps?q=5.7523667,100.5051896"
SJK(T) BARATHI,ABDB001,3.894493,100.939137,confirmed,Sekolah Jenis Kebangsaan (Tamil) Barathi,3.8951925,100.9390049,"36400 Hutan Melintang, Perak, Malaysia",79.0,"https://www.google.com/maps?q=3.894493,100.939137","https://www.google.com/maps?q=3.8951925,100.9390049"
SJK(T) GELANG PATAH,JBD1025,1.45867979083529,103.574740290642,confirmed,Sekolah Jenis Kebangsaan (T) Gelang Patah,1.4586983999999998,103.5748218,"Kampung Bukit Tempurung, 81550 Gelang Patah, Johor Darul Ta'zim, Malaysia",9.0,"https://www.google.com/maps?q=1.45867979083529,103.574740290642","https://www.google.com/maps?q=1.4586983999999998,103.5748218"
SJK(T) TUN SAMBANTHAN,NBD4086,2.843555,101.849498,confirmed,SJK(T) Tun Sambanthan,2.8436528,101.8496094,"Pajam, 71700 Mantin, Negeri Sembilan, Malaysia",16.0,"https://www.google.com/maps?q=2.843555,101.849498","https://www.google.com/maps?q=2.8436528,101.8496094"
SJK(T) PASIR GUDANG,JBD1009,1.4863671344569,103.917564153671,confirmed,SJK(T) Pasir Gudang,1.4865209,103.9176488,"Jalan Cempedak 1, Taman Kota Masai, 81700 Pasir Gudang, Johor Darul Ta'zim, Malaysia",20.0,"https://www.google.com/maps?q=1.4863671344569,103.917564153671","https://www.google.com/maps?q=1.4865209,103.9176488"
SJK(T) LADANG HENRIETTA,KBD5044,5.516,100.5333,confirmed,SJK (T) Ladang Henrietta,5.5161508,100.5332316,"Lot 1896, Mukim Nagalilit Padang Serai, 09010 Padang Serai, Kedah, Malaysia",18.0,"https://www.google.com/maps?q=5.516,100.5333","https://www.google.com/maps?q=5.5161508,100.5332316"
SJK(T) ALOR GAJAH,MBD0061,2.382103864,102.2083354,confirmed,Sjk (T) Alor Gajah,2.3819681,102.2079239,"Kampung Tepat, 78000 Alor Gajah, Melaka, Malaysia",48.0,"https://www.google.com/maps?q=2.382103864,102.2083354","https://www.google.com/maps?q=2.3819681,102.2079239"
SJK(T) KARAK,CBD0041,3.4120375,102.0430023,confirmed,SJK(T) Karak,3.4122548,102.0423467,"28600 Karak, Pahang, Malaysia",77.0,"https://www.google.com/maps?q=3.4120375,102.0430023","https://www.google.com/maps?q=3.4122548,102.0423467"
SJK(T) TAMAN MELAWATI,BBD7456,3.216669,101.750015,confirmed,SMK Taman Melawati,3.2148892,101.7512634,"31, Jalan Melawati 5, Taman Melawati, 53100 Kuala Lumpur, Selangor, Malaysia",242.0,"https://www.google.com/maps?q=3.216669,101.750015","https://www.google.com/maps?q=3.2148892,101.7512634"
SJK(T) LADANG EFFINGHAM,BBD8452,3.132672,101.603873,confirmed,SK Bandar Utama Damansara,3.1310992000000004,101.607649,"Sekolah Kebangsaan Bandar Utama Damansara, Lebuh Bandar Utama, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",454.0,"https://www.google.com/maps?q=3.132672,101.603873","https://www.google.com/maps?q=3.1310992000000004,101.607649"
SJK(T) THAMBOOSAMY PILLAI,WBD0177,3.179345,101.68917,confirmed,SK Sentul Utama,3.1757245,101.6895422,"Jln Sultan Azlan Shah, Sentul, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",405.0,"https://www.google.com/maps?q=3.179345,101.68917","https://www.google.com/maps?q=3.1757245,101.6895422"
SJK(T) TANJONG RAMBUTAN,ABD2158,4.671155306,101.1567603,confirmed,SK Tanjong Rambutan,4.667013,101.155316,"Jalan Stesyen, Taman Berjaya, 31400 Tanjung Rambutan, Perak, Malaysia",488.0,"https://www.google.com/maps?q=4.671155306,101.1567603","https://www.google.com/maps?q=4.667013,101.155316"
SJK(T) LADANG REGENT,NBD5031,2.51389,102.403,confirmed,SJK (C) Ladang Regent,2.5139617,102.4031883,"SJK (C) Ladang Regent, 73200 Gemencheh, Negeri Sembilan, Malaysia",22.0,"https://www.google.com/maps?q=2.51389,102.403","https://www.google.com/maps?q=2.5139617,102.4031883"
SJK(T) BATU ARANG,BBD7452,3.310331,101.473002,confirmed,SJK(T) Batu Arang,3.3106067,101.473256,"Batu Arang, 48100 Batu Arang, Selangor, Malaysia",42.0,"https://www.google.com/maps?q=3.310331,101.473002","https://www.google.com/maps?q=3.3106067,101.473256"
SJK(T) KERAJAAN,ABD2159,4.59238653,101.0675695,confirmed,Kolej Tingkatan Enam Prauniversiti Seri Ipoh,4.5965872,101.0688264,"Lebuh Jansz, 30100 Ipoh, Perak, Malaysia",487.0,"https://www.google.com/maps?q=4.59238653,101.0675695","https://www.google.com/maps?q=4.5965872,101.0688264"
SJK(T) CHERAS,WBD0170,3.12698,101.722,confirmed,SK Convent Jln Peel (M),3.1311357,101.7204239,"Jalan Peel, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",494.0,"https://www.google.com/maps?q=3.12698,101.722","https://www.google.com/maps?q=3.1311357,101.7204239"
SJK(T) DENGKIL,BBD9455,2.855519,101.678811,confirmed,SJK(T) Dengkil,2.855799,101.6791776,"Pekan Dengkil, 43800 Dengkil, Selangor, Malaysia",51.0,"https://www.google.com/maps?q=2.855519,101.678811","https://www.google.com/maps?q=2.855799,101.6791776"
SJK(T) PERAI,PBD2080,5.38803,100.38,confirmed,SJK(T) Perai,5.3872356,100.378776,"Taman Perai Utama, 13600 Perai, Penang, Malaysia",162.0,"https://www.google.com/maps?q=5.38803,100.38","https://www.google.com/maps?q=5.3872356,100.378776"
SJK(T) LADANG BATANG KALI,BBD5041,3.466978,101.649848,confirmed,SMK Syed Mashor,3.4657751,101.6480336,"44300 Batang Kali, Selangor, Malaysia",242.0,"https://www.google.com/maps?q=3.466978,101.649848","https://www.google.com/maps?q=3.4657751,101.6480336"
SJK(T) BANDAR SERI ALAM,JBD1029,1.513033,103.891965,confirmed,SMK Seri Alam 2,1.5114818,103.8914931,"Jln Persiaran Seri Alam, Bandar Seri Alam, 81750 Masai, Johor Darul Ta'zim, Malaysia",180.0,"https://www.google.com/maps?q=1.513033,103.891965","https://www.google.com/maps?q=1.5114818,103.8914931"
SJK(T) SEAPORT,BBD8467,3.087104,101.60503,offset,Sri Emas International School,3.0841079,101.6089212,"Lot 1214, Seksyen 40, Batu 10, Lebuhraya Persekutuan, Off, Jalan SS7/2, Sungai Way Free Trade Industrial Zone, 47300 Petaling Jaya, Selangor, Malaysia",546.0,"https://www.google.com/maps?q=3.087104,101.60503","https://www.google.com/maps?q=3.0841079,101.6089212"
SJK(T) JASIN,MBD1052,2.307846,102.428078,confirmed,SMK Datuk Bendahara,2.3076748,102.424964,"Jalan Paya Batu, 77000 Jasin, Melaka, Malaysia",347.0,"https://www.google.com/maps?q=2.307846,102.428078","https://www.google.com/maps?q=2.3076748,102.424964"
SJK(T) SENTUL,WBD0175,3.17908,101.693,confirmed,Wesley Methodist School Kuala Lumpur (International),3.1801531,101.6946272,"185, Jalan Lima, Off, Jln Sentul, Sentul Selatan, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",217.0,"https://www.google.com/maps?q=3.17908,101.693","https://www.google.com/maps?q=3.1801531,101.6946272"
