school_name,school_code,latitude,longitude,status,google_name,google_lat,google_lng,google_address,distance_m,your_pin_link,google_pin_link
SJK(T) LADANG MINYAK,BBD5052,3.457134,101.483063,not_on_google,,,,,,"https://www.google.com/maps?q=3.457134,101.483063",
SJK(T) LADANG SUNGAI TIMAH,ABD5111,4.04499,100.992433,not_on_google,,,,,,"https://www.google.com/maps?q=4.04499,100.992433",
SJK(T) LADANG BADENOCH,KBD0048,5.55678,100.75957,confirmed,SJK(T) LDG Badenoch,5.5537188,100.7605546,"Ladang Badenoch Kuala Ketil, 09100 Kuala Ketil, Kedah, Malaysia",357.0,"https://www.google.com/maps?q=5.55678,100.75957","https://www.google.com/maps?q=5.5537188,100.7605546"
SJK(T) LADANG LIMA BELAS,BBD5051,3.78761,101.354642,not_on_google,,,,,,"https://www.google.com/maps?q=3.78761,101.354642",
SJK(T) LADANG LAYANG,JBD2033,1.80875,103.455232,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Layang,1.8094173,103.4546814,"Ladang, 81850 Layang-Layang, Johor, Malaysia",96.0,"https://www.google.com/maps?q=1.80875,103.455232","https://www.google.com/maps?q=1.8094173,103.4546814"
SJK(T) LADANG BOH (1),CBD1013,4.448255556,101.4255333,confirmed,SRJK(T) Ladang Boh (1),4.4475962,101.4259914,"Ladang Boh 1 Ringlet Cameron Highlands, 39000, Pahang, Malaysia",89.0,"https://www.google.com/maps?q=4.448255556,101.4255333","https://www.google.com/maps?q=4.4475962,101.4259914"
SJK(T) LADANG BUDU,CBD3048,4.04128,102.002,confirmed,SJKT LADANG BUDU,4.039979,102.001271,"22Q2+XG, Benta, Pahang, Malaysia",166.0,"https://www.google.com/maps?q=4.04128,102.002","https://www.google.com/maps?q=4.039979,102.001271"
SJK(T) LADANG SABRANG,ABD5112,4.009994,101.0018,confirmed,SRJK T Ladang Sabrang,4.0102186,101.0020966,"36000 Teluk Intan, Perak, Malaysia",41.0,"https://www.google.com/maps?q=4.009994,101.0018","https://www.google.com/maps?q=4.0102186,101.0020966"
SJK(T) LADANG SERAPOH,ABD8452,4.52226,100.890001,confirmed,Sjk(T)Ladang Serapoh,4.5223658,100.8900136,"Ladang Serapoh, Kampung Serapoh, 32810 Parit, Perak, Malaysia",12.0,"https://www.google.com/maps?q=4.52226,100.890001","https://www.google.com/maps?q=4.5223658,100.8900136"
SJK(T) LADANG DUBLIN BHG. 7,KBD5058,5.36151,100.739,confirmed,SJK(T) Ladang Dublin Bahagian 7,5.3614314,100.7389534,"BHG. 7, Ladang Dublin Karangan, 09700 Karangan, Kedah, Malaysia",10.0,"https://www.google.com/maps?q=5.36151,100.739","https://www.google.com/maps?q=5.3614314,100.7389534"
SJK(T) LADANG MALAYA,ABD6108,5.135505,100.697764,confirmed,SJK (T) Ladang Malaya,5.135445,100.697016,"SJK (T) Ladang Malaya, Kampung Titi Ijok, 34010 Selama, Perak, Malaysia",83.0,"https://www.google.com/maps?q=5.135505,100.697764","https://www.google.com/maps?q=5.135445,100.697016"
SJK(T) PONDOK TANJUNG,ABD6106,5.005583026,100.7249782,confirmed,SJK (T) Pondok Tanjung,5.0053865,100.7248705,"34010, Perak, Malaysia",25.0,"https://www.google.com/maps?q=5.005583026,100.7249782","https://www.google.com/maps?q=5.0053865,100.7248705"
SJK(T) LADANG SUNGAI BIONG,ABD4111,4.93877,100.9538,confirmed,SJKT LADANG SUNGAI BIONG SAUK PERAK,4.938604499999999,100.9537994,"Unnamed Road, 33500, 33500 Sauk, Perak, Malaysia",18.0,"https://www.google.com/maps?q=4.93877,100.9538","https://www.google.com/maps?q=4.938604499999999,100.9537994"
SJK(T) LADANG SUNGAI BOGAK,ABD3064,5.056303987,100.5235901,confirmed,SJK(T) Ladang Sungai Bogak,5.0559664,100.5235899,"Unnamed Road, 34350 Bagan Serai, Perak, Malaysia",38.0,"https://www.google.com/maps?q=5.056303987,100.5235901","https://www.google.com/maps?q=5.0559664,100.5235899"
SJK(T) LADANG KELAPA BALI,ABD0089,3.835150976,101.3555158,confirmed,sjk T ladang kelapa bali,3.8351419,101.3562703,"A134, Perak, Malaysia",84.0,"https://www.google.com/maps?q=3.835150976,101.3555158","https://www.google.com/maps?q=3.8351419,101.3562703"
SJK(T) DATO SITHAMBARAM PILLAY,ABD5107,4.004546,101.087934,not_on_google,,,,,,"https://www.google.com/maps?q=4.004546,101.087934",
SJK(T) LADANG SUNGAI DINGIN,KBD5055,5.37114,100.70621,confirmed,SJK(T) Ladang Sungai Dingin,5.3709702,100.7047552,"Ladang Sungai Dingin, Karangan, 09700 Karangan, Kedah, Malaysia",162.0,"https://www.google.com/maps?q=5.37114,100.70621","https://www.google.com/maps?q=5.3709702,100.7047552"
SJK(T) LADANG GOMALI,JBD7071,2.6103985931578,102.667201459408,confirmed,SJK(T) Ladang Gomali,2.6105727,102.6672597,"Batu Anam Segamat, 85100, Johor, Malaysia",20.0,"https://www.google.com/maps?q=2.6103985931578,102.667201459408","https://www.google.com/maps?q=2.6105727,102.6672597"
SJK(T) LADANG BEE YONG,CBD7093,3.59224,102.369,not_on_google,,,,,,"https://www.google.com/maps?q=3.59224,102.369",
SJK(T) LADANG SUNGAI BONGKOK,KBD3079,5.77356,100.528317,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Sungai Bongkok,5.773594,100.528196,"Ladang Sungai Bongkok, 08300 Bedong, Kedah, Malaysia",14.0,"https://www.google.com/maps?q=5.77356,100.528317","https://www.google.com/maps?q=5.773594,100.528196"
SJK(T) SHUM YIP LEONG,CBD1017,4.436083333,101.3549611,confirmed,SJK(T) Ladang Shum Yip Leong,4.4366724,101.3574293,"Taman Ringlet, Ringlet, Pahang, Malaysia",281.0,"https://www.google.com/maps?q=4.436083333,101.3549611","https://www.google.com/maps?q=4.4366724,101.3574293"
SJK(T) BINJOL,KBD0050,5.58525,100.73773,confirmed,SK Binjul,5.5834924,100.7364964,"Kampung Batu Tujoh, 09100 Kuala Ketil, Kedah, Malaysia",238.0,"https://www.google.com/maps?q=5.58525,100.73773","https://www.google.com/maps?q=5.5834924,100.7364964"
SJK(T) LADANG SUNGAI SEBALING,NBD6004,2.850222,102.483332,confirmed,SJK (T) Ladang Sg Sebaling,2.8459338000000005,102.4835069,"Ladang Sungai Sebaling, 72100, 72100 Bahau, Negeri Sembilan, Malaysia",477.0,"https://www.google.com/maps?q=2.850222,102.483332","https://www.google.com/maps?q=2.8459338000000005,102.4835069"
SJK(T) LADANG BUKIT SEMBILAN,KBD0052,5.57331,100.68815,confirmed,SJK(T) Ladang Bukit Sembilan,5.5730265,100.6866398,"09100 Kuala Ketil, Kedah, Malaysia",170.0,"https://www.google.com/maps?q=5.57331,100.68815","https://www.google.com/maps?q=5.5730265,100.6866398"
SJK(T) LADANG GALI,CBD6044,3.85445,101.89284,confirmed,SJKT LDG GALI,3.8543627,101.8913365,"Kampung Gali, 27600 Dong, Pahang, Malaysia",167.0,"https://www.google.com/maps?q=3.85445,101.89284","https://www.google.com/maps?q=3.8543627,101.8913365"
SJK(T) LADANG SUNGAI SENARUT,JBD7069,2.57513507163269,102.680261135101,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Sungai Senarut,2.5750886,102.6803684,"Ladang Sungai Senarut, 85100 Batu Anam, Johor Darul Ta'zim, Malaysia",13.0,"https://www.google.com/maps?q=2.57513507163269,102.680261135101","https://www.google.com/maps?q=2.5750886,102.6803684"
SJK(T) LADANG SEMBRONG,JBD2036,1.879674,103.461137,confirmed,SJK(T) Ladang Sembrong,1.879484,103.4608778,"Ladang Sembrong, Johor, 81850 Layang-Layang, Johor, Malaysia",36.0,"https://www.google.com/maps?q=1.879674,103.461137","https://www.google.com/maps?q=1.879484,103.4608778"
SJK(T) LADANG MATANG,ABD6113,4.7954,100.6868,not_on_google,,,,,,"https://www.google.com/maps?q=4.7954,100.6868",
SJK(T) LADANG STRATHMASHIE,ABDB011,4.010494,100.822366,confirmed,SJKT Ladang Stratmashie,4.0105301,100.8221752,"Jalan Datoh, 36110 Bagan Datuk, Perak, Malaysia",22.0,"https://www.google.com/maps?q=4.010494,100.822366","https://www.google.com/maps?q=4.0105301,100.8221752"
SJK(T) LADANG ALLAGAR,ABD6117,4.598533124,100.7376291,confirmed,SJK(T) Ladang Allagar,4.5993261,100.7357482,"Batu 20, 34800 Terong, Perak, Malaysia",226.0,"https://www.google.com/maps?q=4.598533124,100.7376291","https://www.google.com/maps?q=4.5993261,100.7357482"
SJK(T) LADANG RUBANA 1,ABD5117,3.976339,100.970671,confirmed,Sjk t ladang rubana,3.976144,100.970819,"Jalan Teluk Intan - Bidor, 36000 Teluk Intan, Perak, Malaysia",27.0,"https://www.google.com/maps?q=3.976339,100.970671","https://www.google.com/maps?q=3.976144,100.970819"
SJK(T) HARVARD 2,KBD3076,5.785131,100.506155,confirmed,SJKT Ladang Harvard 2,5.783945,100.5049154,"Kampung Bongkok, 08300 Gurun, Kedah, Malaysia",190.0,"https://www.google.com/maps?q=5.785131,100.506155","https://www.google.com/maps?q=5.783945,100.5049154"
SJK(T) LADANG TELUK SENGAT,JBD3019,1.564372,104.030364,confirmed,Sekolah Kebangsaan Telok Sengat,1.5648399,104.0313262,"Teluk Sengat, 81900 Kota Tinggi, Johor Darul Ta'zim, Malaysia",119.0,"https://www.google.com/maps?q=1.564372,104.030364","https://www.google.com/maps?q=1.5648399,104.0313262"
SJK(T) LADANG BAN HENG,JBD5087,2.219803,102.8189,offset,SJK (T) Ladang Ban Heng,2.2138276,102.8181876,"50, Jln Muar-Labis, Kampung Haji Sirat, 84600 Pagoh, Johor, Malaysia",669.0,"https://www.google.com/maps?q=2.219803,102.8189","https://www.google.com/maps?q=2.2138276,102.8181876"
SJK(T) LADANG DUBLIN BHG. 5,KBD5056,5.34364,100.71947,confirmed,SJKT Ladang Dublin Bahagian 5,5.3434685,100.7181501,"Jln Kulim-Mahang, 09700 Karangan, Kedah, Malaysia",147.0,"https://www.google.com/maps?q=5.34364,100.71947","https://www.google.com/maps?q=5.3434685,100.7181501"
SJK(T) LADANG SUNGKAP PARA,KBD3083,5.735469,100.592044,confirmed,SK Sungkap Para,5.7346723,100.5920221,"Sungai Petani, Sungai Petani, 08010 Sungai Petani, Kedah, Malaysia",89.0,"https://www.google.com/maps?q=5.735469,100.592044","https://www.google.com/maps?q=5.7346723,100.5920221"
SJK(T) LADANG MADOS,JBD1013,1.59447470263974,103.901975154877,confirmed,Sjk (T) Ladang Mados,1.5945644,103.9018442,"Johor, Malaysia",18.0,"https://www.google.com/maps?q=1.59447470263974,103.901975154877","https://www.google.com/maps?q=1.5945644,103.9018442"
SJK(T) LADANG KOTA LIMA,ABD7049,5.055581,100.965801,confirmed,SJK (C) Kota Tampan,5.0559704,100.9666061,"Kampung Baru Kota Tampan, 33400 Lenggong, Perak, Malaysia",99.0,"https://www.google.com/maps?q=5.055581,100.965801","https://www.google.com/maps?q=5.0559704,100.9666061"
SJK(T) LADANG SUNGAI KRUIT,ABD0084,3.988633238,101.3387776,not_on_google,,,,,,"https://www.google.com/maps?q=3.988633238,101.3387776",
SJK(T) LADANG KUPANG,KBD0058,5.62694,100.84963,confirmed,SJK(T) Ladang Kupang,5.6267485,100.8485162,"Ladang Kupang Kupang, Kampung Tanjung Merbau, 09200 Kupang, Kedah, Malaysia",125.0,"https://www.google.com/maps?q=5.62694,100.84963","https://www.google.com/maps?q=5.6267485,100.8485162"
SJK(T) LADANG SUNGAI PAPAN,JBD3020,1.518346,104.102924,confirmed,SJK T Ladang Sungai Papan,1.5182499,104.1029272,"Ladang Sungai Papan, 81600 Pengerang, Johor Darul Ta'zim, Malaysia",11.0,"https://www.google.com/maps?q=1.518346,104.102924","https://www.google.com/maps?q=1.5182499,104.1029272"
SJK(T) LADANG MARY,BBD5061,3.474963,101.485821,not_on_google,,,,,,"https://www.google.com/maps?q=3.474963,101.485821",
SJK(T) LADANG KUALA BERNAM,ABDB009,3.90206,100.83723,confirmed,SJK(T) LADANG KUALA BERNAM,3.9020492,100.8372087,"36300 Sungai Sumun, Perak, Malaysia",3.0,"https://www.google.com/maps?q=3.90206,100.83723","https://www.google.com/maps?q=3.9020492,100.8372087"
SJK(T) LADANG BAGAN SENA,KBD5050,5.45691,100.67702,confirmed,SJK(T) Ladang Bagan Sena,5.4562345,100.6758598,"Kulim Kulim, 09700 Karangan, Kedah, Malaysia",149.0,"https://www.google.com/maps?q=5.45691,100.67702","https://www.google.com/maps?q=5.4562345,100.6758598"
SJK(T) LADANG CLUNY,ABDA006,3.844959,101.435936,not_on_google,,,,,,"https://www.google.com/maps?q=3.844959,101.435936",
SJK(T) LADANG ATHERTON,NBD2043,2.581353,101.893869,confirmed,SJK(T) Ladang Atherton,2.5825493,101.8968013,"KM 10, Jalan Rantau, 71100 Siliau, Negeri Sembilan, Malaysia",352.0,"https://www.google.com/maps?q=2.581353,101.893869","https://www.google.com/maps?q=2.5825493,101.8968013"
SJK(T) LADANG DOMINION,BBD4053,3.0044,101.8703,confirmed,SJKT Ladang Dominion,3.0042358,101.8704051,"43500 Semenyih, Selangor, Malaysia",22.0,"https://www.google.com/maps?q=3.0044,101.8703","https://www.google.com/maps?q=3.0042358,101.8704051"
SJK(T) LADANG SUNGAI BERNAM,BBD6039,3.850135,100.936873,offset,SJKT LADANG SUNGAI BERNAM,3.8434673,100.9346824,"Unnamed Road, 36400 Sungai Air Tawar, Selangor, Malaysia",780.0,"https://www.google.com/maps?q=3.850135,100.936873","https://www.google.com/maps?q=3.8434673,100.9346824"
SJK(T) LADANG SUNGAI KELAMAH,NBD5035,2.58249,102.551,confirmed,SJK (T) Ladang Sungai Kelamah,2.5822915,102.5514459,"No. 1, Jalan Tampin, Ladang Sungai Kelamah, 73400, Gemas, Negeri Sembilan, 73200 Gemas, Negeri Sembilan, Malaysia",54.0,"https://www.google.com/maps?q=2.58249,102.551","https://www.google.com/maps?q=2.5822915,102.5514459"
SJK(T) LADANG BUKIT JENUN,KBDA140,5.90403,100.49205,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Bukit Jenun,5.903687,100.4906239,"Kampung Kilang Besar, 06700 Pendang, Kedah, Malaysia",162.0,"https://www.google.com/maps?q=5.90403,100.49205","https://www.google.com/maps?q=5.903687,100.4906239"
SJK(T) LADANG BUKIT IJOK,BBD9462,3.257119,101.403273,confirmed,SJK (T) Ladang Bukit Ijok,3.2571036,101.4014811,"45800, Selangor, Malaysia",199.0,"https://www.google.com/maps?q=3.257119,101.403273","https://www.google.com/maps?q=3.2571036,101.4014811"
SJK(T) LADANG MALAKOFF,KBD0057,5.58552,100.71755,confirmed,SJK(T) Ladang Malakoff,5.585287699999999,100.7159078,"Ladang Stothard, Kuala Ketil, 09100 Kuala Ketil, Kedah, Malaysia",184.0,"https://www.google.com/maps?q=5.58552,100.71755","https://www.google.com/maps?q=5.585287699999999,100.7159078"
SJK(T) KAMPUNG KAYAN,ABD1091,4.044961,100.798046,confirmed,Sekolah Kebangsaan Kayan,4.0456754,100.7979832,"Kampung Kayan, 32000 Sitiawan, Perak, Malaysia",80.0,"https://www.google.com/maps?q=4.044961,100.798046","https://www.google.com/maps?q=4.0456754,100.7979832"
SJK(T) LADANG PATANI PARA,KBD3090,5.686876,100.586592,confirmed,SK Patani Para,5.6869099,100.5868655,"Ladang Patani Para Sungai Petani, 08000 Sungai Petani, Kedah, Malaysia",30.0,"https://www.google.com/maps?q=5.686876,100.586592","https://www.google.com/maps?q=5.6869099,100.5868655"
SJK(T) LADANG HOPEFUL,BBD3057,3.438053,101.476655,not_on_google,,,,,,"https://www.google.com/maps?q=3.438053,101.476655",
SJK(T) LADANG PERAK RIVER VALLEY,ABD4114,4.780091918,100.8697578,offset,Maahad Tahfiz Addin Padang Rengas,4.7725098,100.8672323,"Taman Rengas Indah, 33700 Padang Rengas, Perak, Malaysia",888.0,"https://www.google.com/maps?q=4.780091918,100.8697578","https://www.google.com/maps?q=4.7725098,100.8672323"
SJK(T) LADANG BUKIT BENUT,JBD2041,1.911916,103.333485,confirmed,Sekolah Kebangsaan Ladang Bukit Benut,1.9118369,103.333454,"Kluang, Johor, Malaysia",9.0,"https://www.google.com/maps?q=1.911916,103.333485","https://www.google.com/maps?q=1.9118369,103.333454"
SJK(T) LADANG SUNGAI PALAS,CBD1015,4.515994444,101.413975,confirmed,SJK (T) Ladang Sg Palas,4.5160531,101.4139285,"Ladang Sungai Palas, Brinchang, 39000 Brinchang, Pahang, Malaysia",8.0,"https://www.google.com/maps?q=4.515994444,101.413975","https://www.google.com/maps?q=4.5160531,101.4139285"
SJK(T) GERIK,ABD7048,5.425183,101.127488,confirmed,SJKT Gerik,5.4251272,101.1276592,"33300 Gerik, Perak, Malaysia",20.0,"https://www.google.com/maps?q=5.425183,101.127488","https://www.google.com/maps?q=5.4251272,101.1276592"
SJK(T) LADANG KUALA KETIL,KBD0054,5.57172,100.663,confirmed,SK Seri Jemerli,5.571863,100.661217,"SK Seri Jemerli,, 09100 Kuala Ketil, Kedah, Malaysia",198.0,"https://www.google.com/maps?q=5.57172,100.663","https://www.google.com/maps?q=5.571863,100.661217"
SJK(T) LADANG ULU BERNAM 2,ABDB013,3.737006,101.17132,confirmed,SJKT Ladang Ulu Bernam 2,3.7369609,101.1714638,"36500 Ulu Bernam, Perak, Malaysia",17.0,"https://www.google.com/maps?q=3.737006,101.17132","https://www.google.com/maps?q=3.7369609,101.1714638"
SJK(T) LADANG PELAM,KBD0059,5.50228,100.72242,confirmed,Sekolah Kebangsaan Malau,5.501094,100.7197319,"Kulim, Kedah, Malaysia",325.0,"https://www.google.com/maps?q=5.50228,100.72242","https://www.google.com/maps?q=5.501094,100.7197319"
SJK(T) LADANG BULOH AKAR,ABD8453,4.522525381,100.874456,confirmed,SJKT Ladang Buloh Akar,4.522537499999999,100.8743215,"32810, Jalan Parit, 32600 Bota, Perak, Malaysia",15.0,"https://www.google.com/maps?q=4.522525381,100.874456","https://www.google.com/maps?q=4.522537499999999,100.8743215"
SJK(T) ULU SEPETANG,ABD6103,4.96474829,100.7319577,confirmed,Sekolah Jenis Kebangsaan (T) Ulu Sepetang,4.9652921,100.7334587,"Kampung Ulu Sepetang, 34010 Taiping, Perak, Malaysia",177.0,"https://www.google.com/maps?q=4.96474829,100.7319577","https://www.google.com/maps?q=4.9652921,100.7334587"
SJK(T) LADANG PASAK,JBD3016,1.711663,103.943988,not_on_google,,,,,,"https://www.google.com/maps?q=1.711663,103.943988",
SJK(T) LADANG BUNTAR,KBD1025,5.16823,100.60437,confirmed,SJK(T) Ladang Buntar,5.1677859,100.6029544,"Serdang Serdang, 34950 Serdang, Kedah, Malaysia",164.0,"https://www.google.com/maps?q=5.16823,100.60437","https://www.google.com/maps?q=5.1677859,100.6029544"
SJK(T) LADANG KATUMBA,KBD0053,5.59849,100.80844,confirmed,SJK(T) LDG Katumba,5.5980595,100.8070759,"Ladang Katumba Kuala Ketil, 09100 Baling, Kedah, Malaysia",158.0,"https://www.google.com/maps?q=5.59849,100.80844","https://www.google.com/maps?q=5.5980595,100.8070759"
SJK(T) LADANG STOUGHTON,ABD6120,5.106460791,100.770384,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Stoughton,5.1064548,100.7703661,"34510 Batu Kurau, Perak, Malaysia",2.0,"https://www.google.com/maps?q=5.106460791,100.770384","https://www.google.com/maps?q=5.1064548,100.7703661"
SJK(T) TROLAK,ABDA004,3.891519047,101.3753828,confirmed,Sekolah Jenis Kebangsaan (Tamil) Trolak,3.8915458999999992,101.3754082,"Pekan Trolak, 35700 Trolak, Perak, Malaysia",4.0,"https://www.google.com/maps?q=3.891519047,101.3753828","https://www.google.com/maps?q=3.8915458999999992,101.3754082"
SJK(T) LADANG SUNGKAI,ABD0086,3.961191967,101.3299354,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Sungkai,3.9610211,101.3294714,"35600 Sungkai, Perak, Malaysia",55.0,"https://www.google.com/maps?q=3.961191967,101.3299354","https://www.google.com/maps?q=3.9610211,101.3294714"
SJK(T) LADANG SUNGAI BATU,KBD3078,5.71076,100.43409,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Sungai Batu,5.7102699,100.432783,"Taman Lembah Bujang, 08100 Bedong, Kedah, Malaysia",155.0,"https://www.google.com/maps?q=5.71076,100.43409","https://www.google.com/maps?q=5.7102699,100.432783"
SJK(T) LADANG TEMERLOH,ABD6118,4.650757061,100.6962916,confirmed,SJK(C) Sin Hua,4.6519433,100.6942519,"No. 1, Temerloh, 34800, Trong, Perak, Pekan Temerlok, 34800 Terong, Perak, Malaysia",262.0,"https://www.google.com/maps?q=4.650757061,100.6962916","https://www.google.com/maps?q=4.6519433,100.6942519"
SJK(T) LADANG KARMEN,CBDA098,3.33743,102.427,offset,Sekolah Jenis Kebangsaan (Cina) Mengkarak,3.3313140000000003,102.421039,"Kampung Baru Mengkarak, 28200 Bandar Bera, Pahang, Malaysia",949.0,"https://www.google.com/maps?q=3.33743,102.427","https://www.google.com/maps?q=3.3313140000000003,102.421039"
SJK(T) LADANG KUBANG,NBD4075,2.74172,101.78862,confirmed,SJK(T) Ladang Kubang,2.7419822,101.7882239,"71760 Labu, Negeri Sembilan, Malaysia",53.0,"https://www.google.com/maps?q=2.74172,101.78862","https://www.google.com/maps?q=2.7419822,101.7882239"
SJK(T) LADANG BUKIT KLEDEK,NBD5033,2.456125,102.499787,confirmed,SJK (T) Ladang Bukit Kledek,2.4555311,102.5003427,"No. 1, Ladang Bukit Kledek, 73200, Gemencheh, Negeri Sembilan, 73200 Gemencheh, Negeri Sembilan, Malaysia",90.0,"https://www.google.com/maps?q=2.456125,102.499787","https://www.google.com/maps?q=2.4555311,102.5003427"
SJK(T) ARUMUGAM PILLAI,ABD3070,5.081222,100.600524,confirmed,"Sekolah Jenis Kebangsaan ( T ) Arumugam Pillai, Alor pongsu 34300 ,Bagan Serai, Perak",5.0812281,100.6005762,"Jalan Selama, 34300 Bagan Serai, Perak, Malaysia",6.0,"https://www.google.com/maps?q=5.081222,100.600524","https://www.google.com/maps?q=5.0812281,100.6005762"
SJK(T) LADANG JENDARATA BHG. ALPHA BERNAM,ABDB006,3.826325,100.971827,offset,SAR KAFA EHYA AL-QAMAR TANJUNG JAWA,3.8176549,100.9714244,"Kampung Tanjung Jawa, 45400 Sabak, Selangor, Malaysia",965.0,"https://www.google.com/maps?q=3.826325,100.971827","https://www.google.com/maps?q=3.8176549,100.9714244"
SJK(T) ENGGOR,ABD4115,4.835013,100.966503,confirmed,SJK(T) Enggor,4.8337281,100.9672641,"A156, Kampung Kapor, 31050 Enggor, Perak, Malaysia",166.0,"https://www.google.com/maps?q=4.835013,100.966503","https://www.google.com/maps?q=4.8337281,100.9672641"
SJK(T) LADANG BRADWALL,NBD2044,2.561097,101.917653,confirmed,SJK(T) Ladang Bradwall,2.5613406,101.9177935,"Sjk (t) Ladang Bradwall, Jalan Rantau, Kampung Siliau, 71100 Siliau, Malaysia",31.0,"https://www.google.com/maps?q=2.561097,101.917653","https://www.google.com/maps?q=2.5613406,101.9177935"
SJK(T) LADANG SELINSING,ABD3057,4.907806,100.659485,confirmed,SJK (T) Ladang Selinsing,4.9084142,100.6602287,"No. 1, Jalan Kampung Dew, Simpang Ampat, 34400, Semanggol, Perak, Kampung Dew, 34400 Simpang Empat Semanggol, Perak, Malaysia",107.0,"https://www.google.com/maps?q=4.907806,100.659485","https://www.google.com/maps?q=4.9084142,100.6602287"
SJK(T) BEKOK,JBD7057,2.29592084242694,103.128018379211,confirmed,Sekolah Rendah Jenis Kebangsaan (Cina) Bekok,2.2951925,103.1289696,"Jalan Pejabat Pos, Kampung Bekok, 86500 Bekok, Johor Darul Ta'zim, Malaysia",133.0,"https://www.google.com/maps?q=2.29592084242694,103.128018379211","https://www.google.com/maps?q=2.2951925,103.1289696"
SJK(T) LADANG JENDARATA BHG. 2,ABDB003,3.897419,100.978043,confirmed,SJKT LADANG JENDARATA BAHAGIAN 2,3.8973336,100.9781273,"VXWH+W7, Hutan Melintang, Perak, Malaysia",13.0,"https://www.google.com/maps?q=3.897419,100.978043","https://www.google.com/maps?q=3.8973336,100.9781273"
SJK(T) LADANG NEW COCONUT,ABDB012,3.942062,100.866939,confirmed,SJK(T) Ladang New Coconut,3.9418105,100.8670059,"A145, Parit 11 Batu Enam Belas, 36300 Sungai Sumun, Perak, Malaysia",29.0,"https://www.google.com/maps?q=3.942062,100.866939","https://www.google.com/maps?q=3.9418105,100.8670059"
SJK(T) LADANG BYRAM,PBD4023,5.191597222,100.433394399999,confirmed,SJK (Tamil) Ladang Byram,5.1913961,100.4333777,"14300 Nibong Tebal, Penang, Malaysia",22.0,"https://www.google.com/maps?q=5.191597222,100.433394399999","https://www.google.com/maps?q=5.1913961,100.4333777"
SJK(T) SRI GADING,JBD0050,1.838425,103.017174,confirmed,SJK (Tamil) Ladang Sri Gading,1.8369461,103.0195105,"Ladang Sri Gading, Batu Pahat, R2M9+R6, 83300 Batu Pahat, Johor, Malaysia",307.0,"https://www.google.com/maps?q=1.838425,103.017174","https://www.google.com/maps?q=1.8369461,103.0195105"
SJK(T) LADANG LABU BHG. 4,NBD4079,2.730637,101.830348,confirmed,SJKT Ladang Labu Bhg 4,2.7308074,101.8304618,"70300 Labu, Negeri Sembilan, Malaysia",23.0,"https://www.google.com/maps?q=2.730637,101.830348","https://www.google.com/maps?q=2.7308074,101.8304618"
SJK(T) LADANG SIMPANG RENGAM,JBD2038,1.858892,103.336293,confirmed,SJKT LADANG SIMPANG RENGGAM,1.8588767,103.33637,"V85P+HH, 86200 Simpang Renggam, Johor, Malaysia",9.0,"https://www.google.com/maps?q=1.858892,103.336293","https://www.google.com/maps?q=1.8588767,103.33637"
SJK(T) LADANG ELAEIS,JBD2043,1.972005,103.306537,confirmed,SJK (T) Ladang Elaeis,1.9716775,103.3064889,"86000 Kluang, Johor, Malaysia",37.0,"https://www.google.com/maps?q=1.972005,103.306537","https://www.google.com/maps?q=1.9716775,103.3064889"
SJK(T) LADANG CHANGKAT,PBD4025,5.208925,100.4635083,confirmed,SJKT Ladang Changkat,5.2091237,100.4632363,"14200 Sungai Jawi, Penang, Malaysia",37.0,"https://www.google.com/maps?q=5.208925,100.4635083","https://www.google.com/maps?q=5.2091237,100.4632363"
SJK(T) BUKIT FRASER,CBD6043,3.71923,101.74553,confirmed,SRJK (Tamil) Bukit Fraser,3.7189552999999993,101.7441127,"Bukit Fraser, 49000 Bukit Fraser, Pahang, Malaysia",160.0,"https://www.google.com/maps?q=3.71923,101.74553","https://www.google.com/maps?q=3.7189552999999993,101.7441127"
SJK(T) LADANG TELUK BHARU,ABDB008,3.890817,100.844196,offset,Koperasi SMK Khir Johari,3.8908464,100.8497641,"Sungai Sumun, 36300 Sungai Sumun, Perak, Malaysia",618.0,"https://www.google.com/maps?q=3.890817,100.844196","https://www.google.com/maps?q=3.8908464,100.8497641"
SJK(T) LADANG KALUMPONG,ABD3071,4.968870417,100.5397598,confirmed,SEKOLAH JENIS KEBANGSAAN TAMIL LADANG KALUMPONG,4.9695955,100.5397132,"SJKT LDG KALUMPONG, 34300 Bagan Serai, Perak, Malaysia",81.0,"https://www.google.com/maps?q=4.968870417,100.5397598","https://www.google.com/maps?q=4.9695955,100.5397132"
SJK(T) LADANG KAMPUNG BARU,BBD3058,3.381823,101.34204,confirmed,SJKT Ladang Kg Baru,3.383301,101.3408737,"Unnamed, Road, 45500, Selangor, Malaysia",209.0,"https://www.google.com/maps?q=3.381823,101.34204","https://www.google.com/maps?q=3.383301,101.3408737"
